date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:26:28	294997/294997	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2004:41:44%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/background/testi-bg-1-1.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/background/testi-bg-1-1.jpg	(from http://ashik.templatepath.net/conexi-preview-files/css/style.css)
00:26:28	24562/24562	---M--	200	added ('OK')	image/png	date:Tue,%2007%20May%202019%2004:44:32%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/resources/cta-moc-1-1.png	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/resources/cta-moc-1-1.png	(from http://ashik.templatepath.net/conexi-preview-files/index2.html)
00:26:29	40389/40389	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2004:44:16%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/resources/offer-1-3.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/resources/offer-1-3.jpg	(from http://ashik.templatepath.net/conexi-preview-files/index2.html)
00:26:33	32618/32618	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2004:45:30%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/team/team-1-1.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/team/team-1-1.jpg	(from http://ashik.templatepath.net/conexi-preview-files/index2.html)
00:26:34	39308/39308	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2004:45:34%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/team/team-1-2.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/team/team-1-2.jpg	(from http://ashik.templatepath.net/conexi-preview-files/index2.html)
00:26:40	53696/53696	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2004:43:02%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/blog/blog-1-2.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/blog/blog-1-2.jpg	(from http://ashik.templatepath.net/conexi-preview-files/index2.html)
00:26:41	53569/53569	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2004:43:04%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/blog/blog-1-3.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/blog/blog-1-3.jpg	(from http://ashik.templatepath.net/conexi-preview-files/index2.html)
00:26:47	53575/53575	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2004:44:04%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/resources/about-1-1.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/resources/about-1-1.jpg	(from http://ashik.templatepath.net/conexi-preview-files/about.html)
00:26:50	53384/53384	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2004:44:10%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/resources/history-1-1.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/resources/history-1-1.jpg	(from http://ashik.templatepath.net/conexi-preview-files/about.html)
00:26:51	33940/33940	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2004:45:38%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/team/team-1-4.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/team/team-1-4.jpg	(from http://ashik.templatepath.net/conexi-preview-files/driver.html)
00:26:55	35364/35364	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2004:45:40%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/team/team-1-5.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/team/team-1-5.jpg	(from http://ashik.templatepath.net/conexi-preview-files/driver.html)
00:26:56	39901/39901	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2004:45:42%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/team/team-1-6.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/team/team-1-6.jpg	(from http://ashik.templatepath.net/conexi-preview-files/driver.html)
00:26:56	251134/251134	---M--	200	added ('OK')	image/png	date:Tue,%2007%20May%202019%2004:42:56%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/background/team-bg-1-1.png	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/background/team-bg-1-1.png	(from http://ashik.templatepath.net/conexi-preview-files/index2.html)
00:26:58	17643/17643	---M--	200	added ('OK')	image/png	date:Tue,%2007%20May%202019%2004:44:00%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/pricing/pricing-1-5.png	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/pricing/pricing-1-5.png	(from http://ashik.templatepath.net/conexi-preview-files/taxi.html)
00:26:58	18105/18105	---M--	200	added ('OK')	image/png	date:Tue,%2007%20May%202019%2004:44:02%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/pricing/pricing-1-6.png	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/pricing/pricing-1-6.png	(from http://ashik.templatepath.net/conexi-preview-files/taxi.html)
00:27:00	25068/25068	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2004:44:16%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/resources/single-taxi-1-1.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/resources/single-taxi-1-1.jpg	(from http://ashik.templatepath.net/conexi-preview-files/single-taxi.html)
00:27:03	57379/57379	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2004:43:06%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/blog/blog-1-4.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/blog/blog-1-4.jpg	(from http://ashik.templatepath.net/conexi-preview-files/blog.html)
00:27:08	86167/86167	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2004:43:10%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/blog/blog-1-5.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/blog/blog-1-5.jpg	(from http://ashik.templatepath.net/conexi-preview-files/blog.html)
00:27:09	63588/63588	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2004:43:12%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/blog/blog-1-6.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/blog/blog-1-6.jpg	(from http://ashik.templatepath.net/conexi-preview-files/blog.html)
00:27:13	13238/13238	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2004:43:16%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/blog/comment-1-1.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/blog/comment-1-1.jpg	(from http://ashik.templatepath.net/conexi-preview-files/blog-details.html)
00:27:14	12932/12932	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2004:43:16%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/blog/comment-1-2.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/blog/comment-1-2.jpg	(from http://ashik.templatepath.net/conexi-preview-files/blog-details.html)
00:27:21	12576/12576	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2004:42:58%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/blog/auhor-1-1.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/blog/auhor-1-1.jpg	(from http://ashik.templatepath.net/conexi-preview-files/blog-details.html)
00:27:22	3160/3160	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2004:43:18%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/blog/lp-1-1.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/blog/lp-1-1.jpg	(from http://ashik.templatepath.net/conexi-preview-files/blog-details.html)
00:27:29	2819/2819	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2004:43:18%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/blog/lp-1-2.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/blog/lp-1-2.jpg	(from http://ashik.templatepath.net/conexi-preview-files/blog-details.html)
00:27:33	2875/2875	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20May%202019%2004:43:20%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/blog/lp-1-3.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/blog/lp-1-3.jpg	(from http://ashik.templatepath.net/conexi-preview-files/blog-details.html)
00:27:35	30547/30547	---M--	200	added ('OK')	application/javascript	date:Thu,%2030%20Jun%202016%2019:47:08%20GMT	http://ashik.templatepath.net/conexi-preview-files/js/gmaps.js	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/js/gmaps.js	(from http://ashik.templatepath.net/conexi-preview-files/contact.html)
00:27:38	3705/3705	---M--	200	added ('OK')	application/javascript	date:Mon,%2024%20Sep%202018%2023:57:00%20GMT	http://ashik.templatepath.net/conexi-preview-files/js/map-helper.js	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/js/map-helper.js	(from http://ashik.templatepath.net/conexi-preview-files/contact.html)
00:27:43	37155/37155	---M--	200	added ('OK')	application/javascript	date:Thu,%2002%20Jan%202020%2016:12:18%20GMT	http://ashik.templatepath.net/conexi-preview-files/js/validate.js	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/js/validate.js	(from http://ashik.templatepath.net/conexi-preview-files/contact.html)
00:33:16	77160/77160	---M--	200	added ('OK')	font/woff2	date:Mon,%2025%20Jun%202018%2016:53:10%20GMT	http://ashik.templatepath.net/conexi-preview-files/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/fonts/fontawesome-webfont3e6e.woff2	(from http://ashik.templatepath.net/conexi-preview-files/css/font-awesome.min.css)
00:33:19	98024/98024	---M--	200	added ('OK')	font/woff	date:Mon,%2025%20Jun%202018%2016:53:10%20GMT	http://ashik.templatepath.net/conexi-preview-files/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/fonts/fontawesome-webfont3e6e.woff	(from http://ashik.templatepath.net/conexi-preview-files/css/font-awesome.min.css)
00:33:22	444379/444379	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2025%20Jun%202018%2016:53:10%20GMT	http://ashik.templatepath.net/conexi-preview-files/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/fonts/fontawesome-webfont3e6e.svg	(from http://ashik.templatepath.net/conexi-preview-files/css/font-awesome.min.css)
00:33:24	315/315	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2021%20May%202020%2023:33:22%20GMT	http://ashik.templatepath.net/conexi-preview-files/css/owl.video.play.png	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/css/owl.video.play.png	(from http://ashik.templatepath.net/conexi-preview-files/css/owl.carousel.css)
00:33:26	8581/8581	---M--	200	added ('OK')	image/gif	date:Tue,%2009%20Jun%202015%2016:52:46%20GMT	http://ashik.templatepath.net/conexi-preview-files/css/images/bx_loader.gif	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/css/images/bx_loader.gif	(from http://ashik.templatepath.net/conexi-preview-files/css/jquery.bxslider.min.css)
00:33:27	2806/2806	---M--	200	added ('OK')	image/png	date:Tue,%2009%20Jun%202015%2016:52:46%20GMT	http://ashik.templatepath.net/conexi-preview-files/css/images/controls.png	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/css/images/controls.png	(from http://ashik.templatepath.net/conexi-preview-files/css/jquery.bxslider.min.css)
00:33:29	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2025%20Jun%202018%2016:53:10%20GMT	http://ashik.templatepath.net/conexi-preview-files/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/fonts/fontawesome-webfontd41d.eot	(from http://ashik.templatepath.net/conexi-preview-files/css/font-awesome.min.css)
00:33:29	15780/15780	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2003%20May%202019%2005:05:58%20GMT	http://ashik.templatepath.net/conexi-preview-files/plugins/conexi-icon/fonts/conexi-icon.eot?k43ljg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/plugins/conexi-icon/fonts/conexi-icon9d19.eot	(from http://ashik.templatepath.net/conexi-preview-files/plugins/conexi-icon/style.css)
00:33:31	15600/15600	---M--	200	added ('OK')	font/ttf	date:Fri,%2003%20May%202019%2005:05:58%20GMT	http://ashik.templatepath.net/conexi-preview-files/plugins/conexi-icon/fonts/conexi-icon.ttf?k43ljg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/plugins/conexi-icon/fonts/conexi-icon9d19.ttf	(from http://ashik.templatepath.net/conexi-preview-files/plugins/conexi-icon/style.css)
00:33:32	58976/58976	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2003%20May%202019%2005:05:58%20GMT	http://ashik.templatepath.net/conexi-preview-files/plugins/conexi-icon/fonts/conexi-icon.svg?k43ljg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/plugins/conexi-icon/fonts/conexi-icon9d19.svg	(from http://ashik.templatepath.net/conexi-preview-files/plugins/conexi-icon/style.css)
00:33:34	15676/15676	---M--	200	added ('OK')	font/woff	date:Fri,%2003%20May%202019%2005:05:58%20GMT	http://ashik.templatepath.net/conexi-preview-files/plugins/conexi-icon/fonts/conexi-icon.woff?k43ljg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/plugins/conexi-icon/fonts/conexi-icon9d19.woff	(from http://ashik.templatepath.net/conexi-preview-files/plugins/conexi-icon/style.css)
00:33:35	19262/19262	UR-M--	200	added ('Partial%20Content')	image/png	date:Tue,%2007%20May%202019%2004:43:58%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/pricing/pricing-1-4.png	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/pricing/pricing-1-4.png	(from http://ashik.templatepath.net/conexi-preview-files/taxi.html)
00:33:36	77291/77291	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Tue,%2007%20May%202019%2004:43:22%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/blog/single-blog-1-1.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/blog/single-blog-1-1.jpg	(from http://ashik.templatepath.net/conexi-preview-files/blog-details.html)
00:33:37	42727/42727	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Tue,%2007%20May%202019%2004:45:36%20GMT	http://ashik.templatepath.net/conexi-preview-files/images/team/team-1-3.jpg	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/images/team/team-1-3.jpg	(from http://ashik.templatepath.net/conexi-preview-files/index2.html)
00:33:38	165548/165548	---M--	200	added ('OK')	font/ttf	date:Mon,%2025%20Jun%202018%2016:53:10%20GMT	http://ashik.templatepath.net/conexi-preview-files/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/fonts/fontawesome-webfont3e6e.ttf	(from http://ashik.templatepath.net/conexi-preview-files/css/font-awesome.min.css)
00:37:17	165742/165742	UR-M--	200	added ('Partial%20Content')	application/vnd.ms-fontobject	date:Mon,%2025%20Jun%202018%2016:53:10%20GMT	http://ashik.templatepath.net/conexi-preview-files/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/TaxiCo/ashik.templatepath.net/conexi-preview-files/fonts/fontawesome-webfont3e6e.eot	(from http://ashik.templatepath.net/conexi-preview-files/css/font-awesome.min.css)
